job_title,job_id,date_posted,state_province,area_of_work,min_salary,max_salary,position_type,required_education,preferred_education,preferred_technical_experience
Software Developer Intern 2026: SVL,75759,30-Jan-2026,California,Software Engineering,"90,720.00","166,320.00",Internship,High School Diploma/GED,Bachelor's Degree,"Exposure to cloud platforms (IBM Cloud, AWS, or Azure).
Experience with APIs, RESTful services, and databases (Postgres, MySQL, or similar).
Familiarity with Agile tools, CI/CD, and automation frameworks (Jenkins, Cypress, Selenium, etc.).
Contributions to open-source or personal coding projects.
Passion for innovation and continuous learning
Graduate in Dec 2026 or 2027."
SAP Technology Architect,72352,26-Nov-2025,"Illinois, Texas, Indiana, New Jersey",Software Engineering,"144,000.00","248,000.00",Professional,Bachelor's Degree,,"SAP
S/4HANA, SAP BTP (CAP, RAP, Event Mesh, Integration Suite), Fiori, CDS, Clean Core

Integration
SAP CPI, PI/PO, Mulesoft, Azure Integration, API-first & Event-driven design

AI & Automation
GenAI, SAP AI Core, ML, IPA, Intelligent Scenarios

EA Frameworks
TOGAF, SAP EAF, ArchiMate, Business Capability Modeling

Cloud & DevOps
SAP BTP, Azure, Kubernetes, CI/CD Pipelines

Leadership
Strong communication, strategic planning, stakeholder engagement, team mentorship"
"Senior Software Engineer, (Boundary) - HashiCorp",82844,03-Feb-2026,"Texas, Massachusetts, California",Software Engineering,"131,000.00","226,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"What's nice to have (preferred qualifications) 
You have experience using HashiCorp products (Terraform, Packer, Waypoint, Nomad, Vault, Boundary, Consul). 
You have prior experience working in cloud platform engineering teams"
DevOps Engineer - AWS,80597,19-Dec-2025,Texas,Infrastructure & Technology,"99,875.00","129,250.00",Professional,Bachelor's Degree,Master's Degree,
Federal Senior Compliance Lead - CAS / FAR SME,86235,29-Jan-2026,"Minnesota, New York, Virginia, Maryland, District of Columbia",Enterprise Operations,"147,000.00","254,000.00",Professional,Bachelor's Degree,Master's Degree,"Direct experience with the Defense Contract Audit Agency (DCAA) and Defense Contract Management Agency (DCMA)  (either working within or as a contractor for)
Working knowledge of Deltek Costpoint
Certified Public Accountant"
Entry Level Hardware Developer,54841,30-Oct-2025,"Georgia, Minnesota, Texas, New York, North Carolina, Virginia, Arizona, Massachusetts, California",Infrastructure & Technology,"96,000.00","144,000.00",Entry Level,Bachelor's Degree,Bachelor's Degree,"Proficiency in one or more of the following technology areas:
* Microprocessor/ASIC Design Skills: VHDL, Verilog, RTL, SPICE, TCL, UVM, verification, and testing
* Computer Architecture coursework: VLSI Design, Microprocessors, Computer Architecture and Organization, Signal Integrity (Electromagnetics, RF, etc)
* Programming Skills: C/C++ or another object-oriented language, Git, Linux, GDB or another debugger, Agile practices
 * Scripting Skills: Python, APDL, TCL, Bash, Perl, or Java
 * Proficiency in CAD tools and 3D modeling
* Familiarity with various hardware architectures: VLSI, FPGA, MIPS, RISC-V, Arm, x86, Arduino, Quantum systems"
Software Developer Intern: 2026,54845,31-Oct-2025,"Georgia, Minnesota, Texas, New York, North Carolina, Virginia, Arizona, Massachusetts, California",Infrastructure & Technology,"75,000.00","139,000.00",Internship,High School Diploma/GED,Bachelor's Degree,"Knowledge of computer architecture and micro-architecture 
Programming projects with complex requirements
Understanding of Digital/VLSI Circuits
Linux experience"
Entry Level Site Reliability Engineer,65792,21-Nov-2025,"Texas, Massachusetts, California",Infrastructure & Technology,"100,800.00","151,200.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"Kubernetes/OpenShift: knowledge or experience of Kubernetes/OpenShift environments. 
Automation/Scripting: knowledge or experience of Ansible, Python, Terraform, and CI/CD tools such as Jenkins, IBM Continuous Delivery, ArgoCD. 
Monitoring/Observability: knowledge or experience crafting alerts and dashboards using tools such as Instana, New Relic, Grafana/Prometheus. 
DBA: Interest or experience configuring and maintaining SQL, NoSQL, and data streaming technologies (e.g. PostgreSQL, CouchDB, Redis, Kafka, Spark, etc.)."
Oracle Cloud Core HR/Comp Lead,67048,20-Oct-2025,"Georgia, Florida, Illinois, Texas, New York, North Carolina, Colorado, Washington, Massachusetts, California",Consulting,"90,500.00","211,300.00",Professional,Bachelor's Degree,,
Back End Developer Intern 2026,73079,02-Dec-2025,"Minnesota, New York",Infrastructure & Technology,"75,000.00","139,000.00",Internship,High School Diploma/GED,Bachelor's Degree,"1 year experience in one or more of the following technology areas:C++, C, Java, Golang, Ruby, Python, Perl, SQL
1 year experience with APIs (example: REST APIs)
Experience in JSON, Web Services
Understanding of virtualization concepts and cloud operations"
Senior Digital Asset Tech Sales,72906,20-Jan-2026,New York,Sales,"243,000.00","270,000.00",Professional,Bachelor's Degree,Master's Degree,
Software Developer Intern 2026: SVL,72366,30-Jan-2026,California,Software Engineering,"90,720.00","166,320.00",Internship,High School Diploma/GED,Bachelor's Degree,"Exposure to cloud platforms (IBM Cloud, AWS, or Azure).
Experience with APIs, RESTful services, and databases (Postgres, MySQL, or similar).
Familiarity with Agile tools, CI/CD, and automation frameworks (Jenkins, Cypress, Selenium, etc.).
Contributions to open-source or personal coding projects.
Passion for innovation and continuous learning
Graduate in Dec 2026 or 2027."
Product Manager - IBM Storage,73742,14-Nov-2025,"Texas, North Carolina, Arizona",Product Management,"89,440.00","147,600.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"Knowledge of hardware and software development concepts.
Passion and desire to make the best products in the industry hands-down."
Entry Level Technical Product Manager Developer Website,73803,29-Jan-2026,"Texas, Massachusetts",Product Management,"98,400.00","148,830.00",Entry Level,Bachelor's Degree,Bachelor's Degree,
Software Engineer Backend,82841,03-Feb-2026,"Texas, Massachusetts, California",Software Engineering,"111,000.00","191,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"What's nice to have (preferred qualifications) 
You have experience using HashiCorp products (Terraform, Packer, Waypoint, Nomad, Vault, Boundary, Consul). 
You have prior experience working in cloud platform engineering teams 
Emerging experience in mentoring team members, helping to enhance their problem-solving, critical thinking, and planning skills."
Strategic Account Executive,83358,28-Jan-2026,"Arizona, California",Sales,"157,000.00","270,000.00",Professional,High School Diploma/GED,Bachelor's Degree,
Technology Solution Engineer - RedHat,84189,16-Jan-2026,Texas,Sales,"79,000.00","137,000.00",Professional,Associate's Degree/College Diploma,Bachelor's Degree,"Sales Oriented Process and Customer Direct Pre-Sales experience. 
Proven knowledge of UNIX, windows or Linux based systems, preferably in Red Hat platform offerings (Red Hat Enterprise Linux (RHEL), OpenShift and Ansible. 
Experience with configuration and running demos on Red Hat Platform or other related/ similar technologies."
"System Services Representative - Monroe, LA",86493,21-Jan-2026,Louisiana,Infrastructure & Technology,"37,000.00","66,000.00",Administration & Technician,High School Diploma/GED,Associate's Degree/College Diploma,"Familiarity with Hybrid Cloud: Exposure to onsite Infrastructure Services, maintenance, and consultancy for Hybrid Cloud client environments to support client operations. 
Knowledge of IT Consulting: Basic understanding of customized project-based services, including Technical Delivery Assessment, installation planning, and account management. 
Exposure to Data Analytics: Familiarity with tools like Watson Einstein Analytics to drive automation and improve effectiveness of client operations."
Associate Package Specialist - Business Applications - 2026,87011,16-Jan-2026,Louisiana,Infrastructure & Technology,"45,427.00","83,283.00",Entry Level,Bachelor's Degree,Master's Degree,"Experience working on system implementations or configuration projects
Exposure to packaged applications (e.g., ERP, HCM, CRM, or similar systems)
Familiarity with data migration concepts or integration workflows
Experience working in Agile or structured project delivery environments
Experience collaborating with others on team-based projects
Exposure to databases such as MySQL, PostgreSQL, SQL Server, Oracle, DB2, or MongoDB
Exposure to analytics or data tools such as SPSS, SAS, Tableau, Hadoop, or Spark, depending on practice needs
Experience collaborating with others on team-based software projects
Emerging Technology Awareness
Familiarity with generative AI concepts, including basic modeling approaches, responsible use, and ethical considerations, gained through coursework, projects, or self-study"
Software Engineering Manager,86512,02-Feb-2026,Massachusetts,Software Engineering,"161,000.00","276,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Preferred Skills
Experience with microservices architecture.
Familiarity with CI/CD pipelines and DevOps practices.
Knowledge of security and compliance in SaaS environments."
Materials and Chemical Management Professional,86800,26-Jan-2026,"New York, North Carolina",,,,Professional,Bachelor's Degree,Master's Degree,"Preferred Technical and Professional Expertise
Knowledge of green chemistry, human and environmental health impacts of chemicals, and life cycle assessment of materials.
Working knowledge of global regulations applicable to materials and chemicals in products [e.g., U.S. Toxic Substances Control Act, EU Directives such as Restriction of Hazardous Substances and Regulation for Registration, Evaluation, Authorization and Restriction of Chemicals] and awareness of emerging chemicals of concern, regulatory trends and best available science to identify chemicals of concern.
Experience with AI-driven tools for chemical optimization and compliance monitoring.
Familiarity with environmental issues in chip fabrication and manufacturing, including chemical use, waste management, air emissions, water conservation"
Data Engineer Intern 2026 – Client Innovation Center (Entry Level),87269,16-Jan-2026,"New York, Michigan, Louisiana",Data & Analytics,"29,120.00","51,484.00",Internship,High School Diploma/GED,,"Preferred Skills (Nice-to-Haves):
Exposure to ETL/ELT concepts or tools through coursework or projects
Familiarity with modern data platforms or tools (e.g., dbt, Snowflake, BigQuery, Spark, Airflow, or similar)
Exposure to cloud platforms (AWS, Azure, Google Cloud, or IBM Cloud) through labs or academic projects
Experience working with datasets for analytics or machine learning coursework
Participation in team-based academic projects, hackathons, internships, or capstone courses
 Preferred:
Currently pursuing a Bachelor’s degree in Computer Science, Data Science, Mathematics, Statistics, Engineering, AI, or a related field."
QA/Test Developer (Performance Engineering),87331,22-Jan-2026,California,Software Engineering,"161,000.00","276,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Experience in a technical leadership role.
Experience with system architecture, including cloud-native technologies, distributed systems, databases (including Ansible/Terraform for IaC)
Knowledge of IBM's software portfolio, particularly in data and AI
Knowledge of IBM Cloud, AWS or Azure"
Entry Level Product Manager: Austin TX 2026,86985,30-Jan-2026,Texas,Product Management,"98,400.00","147,600.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"* Experience with enterprise AI products or platforms
* Exposure to AI ethics frameworks and responsible AI practices. 
* Comfortable working with global teams across time zones and cultures."
ServiceNow Application Consultant,88242,26-Jan-2026,"Georgia, Illinois, Texas, Virginia, Maryland, California, District of Columbia",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,Bachelor's Degree,"Advanced Web Technologies: Experience with various web technologies, including XML, HTML, and Web Services, as well as technical components like LDAP, VPN, and SSL, to support software product implementation.
ITIL Process Expertise: In-depth understanding of service management and ITIL processes to develop effective ServiceNow strategies and ensure successful implementation.
Cost-Benefit Analysis: Ability to prepare cost-benefit models to inform decision-making and contribute to solution design through effort estimation and costing."
ServiceNow Business Process Consultant,88248,26-Jan-2026,"Georgia, Illinois, Texas, North Carolina, Virginia, Washington, Maryland, California",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,Bachelor's Degree,"Relevant ServiceNow Certifications, including CSA, CAD, ITSM.
Proficiency in Web Technologies: Experience with various web technologies, such as XML, HTML, and Web Services, is beneficial for this role. Knowledge of these technologies will enable the Application Consultant to effectively configure and maintain ServiceNow modules. Familiarity with web technologies will also facilitate solution design and estimation.
Technical Component Knowledge: Experience with technical components like LDAP, VPN, and SSL is advantageous for this position. Understanding these components will allow the consultant to tailor solutions to budget guidelines and ensure successful implementation. 
IT Service Management Processes: Experience with service management and ITIL processes is desirable, particularly in leading teams in building strategies based on value vs. effort and preparing cost-benefit models. This expertise will enable the consultant to contribute to solution design and estimation."
Senior SW DevOps Engineer,88562,26-Jan-2026,New York,Software Engineering,"131,000.00","226,000.00",Professional,Bachelor's Degree,Master's Degree,"• Leading-Edge Technologies: Experience with designing, developing, and delivering software solutions using leading-edge technologies, including back-end and front-end development, and DevOps engineering. 
• Agile Collaboration: Experience working in an Agile environment, collaborating with stakeholders to understand requirements and deliver high-quality software solutions. 
• Automated CI/CD Pipelines: Experience contributing to automated CI/CD pipelines, ensuring seamless integration and delivery of software solutions."
Brand Technical Specialist,88570,26-Jan-2026,"Pennsylvania, Maryland, Delaware, West Virginia, District of Columbia",Sales,"175,000.00","300,000.00",Professional,High School Diploma/GED,None,"Have a high-level understanding of the design principles for distributed computing architectures
Industry experience and deep technical background in DevOps, infrastructure automation tooling, and security
Demonstrated ability to understand and communicate the value proposition of strategic and tactical solutions for complex enterprise use cases
Demonstrated ability to participate in dynamic conversations around sales mechanics that will enable you to influence key stakeholders positively
Excel at staying close to industry trends to gain a deeper product understanding
Security Clearance
Comfortability speaking in front of crowds, from small to very large, virtually, and in person"
Sr. Sourcing Professional - Marketing,89852,02-Feb-2026,North Carolina,Enterprise Operations,"95,000.00","165,000.00",Professional,Bachelor's Degree,Master's Degree,"CPSM or equivalent procurement certification.
MBA or advanced degree preferred.
Understanding of data privacy regulations (GDPR, CCPA) affecting digital marketing and agency operations."
Oracle Cloud SCM Architect,88534,27-Jan-2026,"Georgia, Illinois, Ohio, Texas, Michigan, Arizona, Massachusetts",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,,"Oracle Fusion SCM Certification(s).
Experience inleading a team of SCM consultants on multiple implementation projects.
Knowledge of related Oracle Cloud modules like Procurement, Inventory, and Costing.
Familiarity with industry-specific SCM requirements (e.g., retail, manufacturing, distribution).
Experience with third-party integration tools and technologies.
Ability to provide strategic guidance and contribute to the development of SCM roadmaps for clients.
Note: The preferred qualifications are desirable but not mandatory for the position.
This Oracle SCM Lead/ Architect role is a senior-level position that requires a deep understanding of Oracle Fusion SCM modules and extensive experience in implementing solutions for clients. The candidate should be adept at managing both the technical and functional aspects of SCM implementations and should possess strong leadership and communication skills for successful client engagement."
Brand Technical Sales Specialist - Data & AI,90524,02-Feb-2026,Texas,Sales,"96,000.00","172,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"• Proficiency with AI-Enabled Tools: Exposure to utilizing AI-enabled technology stacks to drive engagement and conversion, enhancing customer experiences and streamlining sales processes.
• Virtual Presentation Skills: Experience delivering technical demos and product overviews in virtual settings, effectively showcasing product capabilities and addressing customer needs.
• Digital Channel Optimization: Exposure to leveraging digital channels to advance sales opportunities, including utilizing data-driven insights to inform sales strategies."
Sr. Sourcing Professional - Marketing - Technology,90212,02-Feb-2026,North Carolina,Enterprise Operations,"95,000.00","165,000.00",Professional,Bachelor's Degree,Master's Degree,"CAIRPP® or equivalent AI procurement certification. 
Familiarity with TBM methodologies for AI value realization and AI software governance frameworks. 
Experience with martech tools (CRM, CDP, marketing automation) and related software sourcing. 
Understanding of GDPR, CCPA, and other data‑privacy regulations affecting technology sourcing."
Oracle Cloud SCM Planning Managed Services Consultant.,89726,30-Jan-2026,"Georgia, Florida, Illinois, Ohio, Texas, New York, Pennsylvania, Indiana, Arizona, Washington, Massachusetts, California, New Jersey, District of Columbia",Data & Analytics,"127,000.00","219,000.00",Professional,Bachelor's Degree,,"• Deep Oracle SCM Knowledge: Experience with Oracle Cloud Supply Chain Management suite, including Procurement Cloud, Inventory Cloud, and Order Management Cloud, with the ability to integrate, customize, test, and support these modules. 
• Package Customization Expertise: Experience in customizing Oracle Cloud modules to meet specific business requirements, utilizing knowledge of the package and its related domain. 
• Technical Integration Skills: Experience with integrating packaged technology, enabling seamless functionality and data flow between Oracle Cloud Supply Chain Management suite and other systems."
Software Engineer - Open Search,72342,03-Feb-2026,California,Software Engineering,"135,400.00","225,600.00",Professional,High School Diploma/GED,Bachelor's Degree,"Experience with Go, Docker, and Kubernetes a plus"
Technical Enablement Specialist Intern 2026,73390,29-Nov-2025,"Texas, New York, North Carolina, Arizona, California",Infrastructure & Technology,"75,000.00","138,000.00",Internship,High School Diploma/GED,Bachelor's Degree,"* Foundational IBM Z and LinuxONE knowledge.
* Foundational Linux knowledge.
* Foundational understanding of operating systems, networking concepts, or databases.
* Foundational knowledge of agile development practices
* Programming experience
* Automation experience
* Containerization skills
* Data science and AI skills
* Customer service experience
* Experience as a program/project manager
* Knowledge in working with metrics and data tracking for program reporting"
Senior Managing Consultant SAP EAM Lead,90251,02-Feb-2026,"Texas, Montana, New York, Virginia, North Dakota, Alabama, Pennsylvania, Utah, Indiana, Arizona, Kentucky, Massachusetts, Vermont, Nevada, California, New Jersey, Connecticut",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,,"• Advanced SAP S/4HANA Knowledge: Deep understanding of SAP S/4HANA architecture, data models, and integration with other SAP modules, enabling the design of comprehensive EAM solutions. 
• Industry-Specific EAM Expertise: Familiarity with industry-specific EAM best practices and standards, allowing for tailored solution design and implementation that meets clients' unique needs. 
• Data Analytics and Reporting: Experience with data analytics and reporting tools in SAP S/4HANA EAM, facilitating the creation of insightful reports and dashboards that drive business decision-making."
Digital Seller Intern– Entry Level Sales Program 2026,53587,24-Nov-2025,"Georgia, Texas",Sales,"55,980.00","102,630.00",Internship,High School Diploma/GED,Bachelor's Degree,Prior work experience in client sales or service.
Design Intern - Advanced Integrated Circuits Research,63363,07-Jan-2026,"New York, Massachusetts, California",Research,"99,840.00","183,040.00",Entry Level,Bachelor's Degree,Master's Degree,"Knowledge of AI-accelertor architectures
Knowledge of chiplet-based system implementation approaches and their assosciated communication interfaces
Applied  knowledge of standard-cell digital design, custom digital design, and/or mixed-signal design for high-speed communications
Knowledge of common programming languages such as Python
Experience with hardware-software co-design"
Package Consultant,49037,17-Nov-2025,New York,Consulting,"90,000.00","155,000.00",Professional,Bachelor's Degree,Bachelor's Degree,NA
Platform Engineer Intern – Entry Level Sales Program 2026,53603,25-Nov-2025,"Georgia, Illinois, Texas, New York, North Carolina, Virginia, California, District of Columbia",Sales,"69,000.00","126,500.00",Internship,High School Diploma/GED,Bachelor's Degree,"Experience in deploying and operating solutions on AWS, Azure, IBM Cloud, or Google Cloud.
Relevant technical certifications (e.. CNCF, AWS, IBM Cloud, Azure, Google Cloud, DevOps)."
Oracle CX Incentive Compensation Lead,73732,12-Jan-2026,"Florida, Illinois, Texas, New York, California",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,Master's Degree,
Software Engineer II - HashiCorp Platform,75827,21-Jan-2026,"Texas, Massachusetts, California",Software Engineering,"111,000.00","191,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Emerging ability to direct work and influence others, with a strategic approach to problem-solving and decision-making in a collaborative environment
Familiarity with cloud monitoring tools to implement robust observability practices that prioritize metrics, logging and tracing for high reliability and performance.
You have experience using HashiCorp products (Terraform, Packer, Waypoint, Nomad, Vault, Boundary, Consul).
Prior experience with usage based billing 
You have prior experience working in cloud platform engineering teams"
System Administrator (TS/SCI Full Scope Polygraph),73029,02-Dec-2025,"Virginia, Maryland",Infrastructure & Technology,"96,000.00","166,000.00",Professional,Associate's Degree/College Diploma,Bachelor's Degree,"Linux administration skills
Knowledge of HCL BigFix
Knowledge of WebSphere Application Server /Liberty"
Industry Quantum Consultant,85759,12-Jan-2026,New York,Consulting,"200,000.00","280,000.00",Professional,Master's Degree,Doctorate Degree,"* 10 years of experience in the financial sector
* 10 years of experience in technical and executive communications skills
* PhD in Physics, Applied Mathematics, Computer Science, or Quantitative Finance"
AI/ML Engineering internship: SVL,84961,22-Jan-2026,California,Software Engineering,"90,720.00","166,320.00",Internship,High School Diploma/GED,Bachelor's Degree,"Pending Bachelor's or master's degree or higher in Computer Science, Machine Learning, AI, or related technical field
Less than one year of experience in machine learning engineering or data science roles
Demonstrated knowledge of NLP and large language models (e.g., transformer architectures) including model evaluation and algorithm design.
Strong programming skills in Python and familiarity with ML frameworks (PyTorch, TensorFlow, or JAX)
Experience with data processing pipelines and working with large datasets
Knowledge of MLOps practices and tools for model deployment and monitoring
Ability to work independently and collaborate effectively across diverse teams.
Strong communication skills to explain complex AI concepts to diverse audiences
Problem-solving mindset with ability to navigate technical and business constraints"
Senior Oracle Cloud Project Manager (Public Sector K12),86240,14-Jan-2026,"South Carolina, Georgia, Florida, Illinois, Texas, New York, North Carolina, Colorado, Oregon, Washington, Massachusetts, California",Project Management,"94,000.00","162,000.00",Professional,Bachelor's Degree,Master's Degree,PMP Certified (highly recommended).
Tech Support Intern 2026,86217,14-Jan-2026,"Texas, Massachusetts, California",Software Engineering,"75,600.00","138,600.00",Internship,High School Diploma/GED,Bachelor's Degree,"Experience within customer service teams. 
Exposure to programming languages like Java, Python, etc.
Understanding of software development concepts and system integration."
Quantum Device Signal Delivery Test and Measurement Scientist,87257,27-Jan-2026,New York,Research,"170,000.00","220,000.00",Professional,Master's Degree,Doctorate Degree,"Simulation experience in HFSS or other microwave software
PhD in physics, electrical engineering or related field
4 years working in a superconducting electronics laboratory
working with superconducting (or other) qubits and taking measurements such as T1, T2, and crosstalk
low level DC measurements"
Fraud Services Account Manager,87306,27-Jan-2026,Massachusetts,Consulting,"147,000.00","254,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Information security background.
Additional language (Spanish / Portuguese / French)."
Entry Level Product Manager: Austin TX 2026,86988,30-Jan-2026,California,Product Management,"98,400.00","147,600.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"* Experience with enterprise AI products or platforms
* Exposure to AI ethics frameworks and responsible AI practices. 
* Comfortable working with global teams across time zones and cultures."
Software Engineer Apprentice,87881,30-Jan-2026,New York,Infrastructure & Technology,"81,600.00","89,760.00",Internship,High School Diploma/GED,Associate's Degree/College Diploma,None
Business Value Services - HashiCorp,88575,23-Jan-2026,"Colorado, Washington, California",Sales,"148,000.00","255,000.00",Professional,High School Diploma/GED,Bachelor's Degree,
"Software Engineer II - HashiCorp Vault, Radar, Boundary",88990,29-Jan-2026,"Texas, Massachusetts, California",Software Engineering,"111,000.00","191,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"You have experience using HashiCorp products (Terraform, Packer, Waypoint, Nomad, Vault, Boundary, Consul). 
You have prior experience working in cloud platform engineering teams. 
Emerging experience in mentoring team members, helping to enhance their problem-solving, critical thinking, and planning skills."
Infrastructure Specialist,90244,03-Feb-2026,Texas,Infrastructure & Technology,"105,000.00","182,000.00",Professional,Bachelor's Degree,,"• Familiarity with Scripting Languages: Experience with scripting languages such as Python, PowerShell, or Bash would be beneficial for automation and efficiency in cloud application operations. • Knowledge of Cloud Security: Understanding of cloud security best practices and compliance frameworks would be advantageous in ensuring the security and integrity of cloud-based solutions. • Exposure to AIOPS Tools: Familiarity with AIOPS tools such as predictive analytics and machine learning would be valuable in optimizing cloud application operations and improving incident resolution.
Candidate should have high proficiency supporting AWS and Azure Cloud Platforms. Knowledge of Oil & Gas Industry is preferable."
Qualification and Failure Analysis Lab Technician,90205,30-Jan-2026,Minnesota,Infrastructure & Technology,"65,000.00","112,000.00",Administration & Technician,High School Diploma/GED,Associate's Degree/College Diploma,"• Formal Training: Exposure to formal training such as vocational training programs, military technical schools, Associate degree programs, or other education programs in engineering disciplines or physical sciences.
• Specialized Knowledge: Experience working with specialized knowledge of engineering disciplines or physical sciences such as electronics, logic, mechanics, hydraulics, plastics, metallurgy, ceramics, and materials. 
• Equipment Familiarity: Exposure to printed circuit board assembly techniques and quality standards."
Tier 1 Help Desk Analyst,90253,03-Feb-2026,"Virginia, Maryland, West Virginia, District of Columbia",Infrastructure & Technology,"33,000.00","38,000.00",Administration & Technician,High School Diploma/GED,Associate's Degree/College Diploma,"• Familiarity with IT Resources: Exposure to utilizing IT resources to stay current with technology and improve incident resolution efficiency. 
• Knowledge of Network Fundamentals: Basic understanding of network concepts, including troubleshooting and resolving common issues.
 •  Familiarity with basic server administration functions, including security and access management."
Mainframe System Verification Tester Apprentice,89710,03-Feb-2026,New York,Infrastructure & Technology,"49,200.00","54,120.00",Internship,High School Diploma/GED,Associate's Degree/College Diploma,None
Entry Level Hardware and Systems Engineer,89437,29-Jan-2026,New York,Infrastructure & Technology,"96,000.00","144,000.00",Entry Level,Bachelor's Degree,Master's Degree,"Preferred Professional and Technical Expertise
M.S. or PhD in Materials, or Chemical Engineering, or a related field.
Lab-based development or validation work skills.
Experience leading project teams or cross-functional technical initiatives.
Background in advanced electronic materials, composites, metallurgy.
Experience with stress strain behavior, thermal interface and heat transfer materials, materials characterization and process engineering
Proficiency with finite element modeling (FEM or FEA) tools.
Proficiency in one or more programming or scripting languages (Python, C/C++, Bash)."
Entry Level AI Software Engineer,73852,12-Jan-2026,"Texas, North Carolina",Software Engineering,"100,800.00","151,200.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"• Hands on experience with the Watsonx product portfolio and IBM Cloud Infrastructure
• Experience in deploying and fine-tuning models like Granite, Mistral, or Llama 3
• Hands-on experience with containerization tools like Docker or Kubernetes
• Understanding of the micro-services architecture and modern cloud programming practices
• Experience in using messaging brokers like RabbitMQ, Kafka etc.
• Operating Systems (such as Red Hat, Ubuntu, etc.)
• Experience with build tools like Maven/Gradle
• Experience with automated testing (JUnit, Selenium and/or Puppeteer)
• Experience with agile development methodologies"
Senior Visual Designer - IBM Quantum,88271,23-Jan-2026,Texas,Design & UX,"161,000.00","276,000.00",Professional,Bachelor's Degree,,"Basic familiarity with front-end technologies (HTML/CSS, JavaScript, React); enough to collaborate effectively with engineers and understand component constraints.
Experience designing for developer tools, cloud platforms, or other technical products.
Experience designing responsive, accessible interfaces and applying accessibility best practices.
Experience in project management and prioritization, and leading a team of designers in the timely execution of objectives."
Business Development Executive - Oracle,70944,30-Jan-2026,"Illinois, Texas, New York, California, New Jersey, District of Columbia",Sales,"151,000.00","260,000.00",Professional,Bachelor's Degree,Master's Degree,"Bachelors or advanced degree in a related field. Experience in the technology consulting industry. Knowledge of Oracle products and services. Domain knowledge for HR, Finance and Financial Services"
Optim Software Developer Support Engineer,80275,02-Feb-2026,"Texas, North Carolina, Massachusetts, California",Software Engineering,"131,000.00","226,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Hands-on experience with Optim Archive, Privacy & Test Data Management, components, and deployment models (distributed and z/OS). 
Experience with Optim Archive, Data Privacy or Test Data Management.  
Experience supporting customers with enterprise-grade Optim deployments with high availability and meeting SLA requirements.
 Demonstrated communication skills.
 Analytical thinking, structured problem-solving techniques.
 Strong positive customer service attitude with sensitivity to client satisfaction.  
 Must be a self-starter, quick learner, and enjoy working in a challenging, fast paced environment.  
 Strong analytical and troubleshooting skills, including problem recreation, analyzing logs and traces, debugging complex issues to determine a course of action and recommend solutions."
2026 Intern Conversion: Financial Analyst – Rochester MN,51166,16-Dec-2025,Minnesota,Enterprise Operations,"70,400.00","105,600.00",Entry Level,Bachelor's Degree,Bachelor's Degree,
Site Reliability Engineer Intern,80863,15-Jan-2026,"Texas, Arizona, California",Infrastructure & Technology,"52,900.00","97,020.00",Internship,High School Diploma/GED,Bachelor's Degree,"Exposure to containerization (Docker, Kubernetes).
Experience with CI/CD tools (Jenkins, GitHub Actions).
Understanding of monitoring tools (Prometheus, Grafana)."
AWS Cloud Solution Architect,80791,19-Dec-2025,Texas,Infrastructure & Technology,"114,750.00","148,500.00",Professional,Bachelor's Degree,Master's Degree,
Site Reliability Engineer,80859,15-Jan-2026,"Texas, Arizona, California",Infrastructure & Technology,"87,280.00","130,920.00",Entry Level,Bachelor's Degree,Master's Degree,"Experience with containerization (Docker, Kubernetes).
Knowledge of CI/CD pipelines and automation tools.
Exposure to monitoring and observability tools (Prometheus, Grafana, ELK).
Strong analytical and problem-solving skills."
"Power Systems Development -Firmware, Hypervisor, Operating Systems, AI Enablment",75325,07-Jan-2026,"Minnesota, Texas",Infrastructure & Technology,"75,600.00","138,600.00",Internship,High School Diploma/GED,Bachelor's Degree,"* Experience in JSON, Web Services  
* Understanding of virtualization concepts  
* Understanding of LLMs 
* Understanding of Cloud Computing technologies 
* Git (preferred) or other source control systems 
* Contributing to open-source project experience 
* Python (ideal) or other scripting languages 
* Familiarity with AI and Machine Learning frameworks 
* Software test / unit test development in the context of software development"
Sr. Software Engineer - Backend - HCP Terraform Foundations Web Engineering,83098,08-Jan-2026,"Texas, North Carolina, Massachusetts, California",Software Engineering,"131,000.00","226,000.00",Professional,High School Diploma/GED,,
